Age,Etablissement,Classe,Commune de  domicile,Heures_Maths,Auto_eval_Maths,Heures_Sciences,Heures_Francais,Moyenne_Maths,Travail_Parents,Cours_Particuliers,Difficultes_6e,Lieu_Brevet,Changements_Parcours,Projets_BAC,Difficultes_Langue,Langue_Maternelle,Ne_Mayotte,Acces_Internet,Notion_Maths,Expression_Libre
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,5h,9,2h,6h,9,non,oui,non,,non,"études de dentiste , mathématique",oui,le shimaoré,non ,non ,le théorème de phytaguore,
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,15min,9,2heur,15min,9 satisfesant,oui ,non,non, ,non,bac+12  chirugie,non, shiboushi,oui,oui,théorème ,
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,3 h,5,1 heure,4 h,5,non,non,oui ,,non , mon projet est de continuer avec du BTS  et insi de suite,non ,le shimaore,oui,oui,les calculs,
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2h,8;19,4heure,2h,8,oui,non,non,,non,edu soignante,non,shimaorer,oui,oui,j comprent rien en math,
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,10;15,5 heure,,15,non,non,oui,,oui,je voudrai etre gendarm ou police,non,le chimaoré,oui,non,ont na pas encor de maths,
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,15min,9,15min,15min,9 satsfesant,oui,non,non,,non,bac+12 chirurgie,non,shiboushi,oui,oui,les théorèmes ,
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2h,5,1h,1h 6,5,non,oui,oui,,non,je souhaite être pompier feu,non, shimaoré,oui,non,il nous explique tout,
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,5h,8,2h,6h,8,oui,non,non,,oui,mannequin,non ,le malgashe,non,non,les triangles semblables,
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2 h,6;4;2,3 h,1h,4 à 6,oui ,non,non,,non,"J'aimerais voyager dans un autre pays pour aller poursuivre mes études, Bac Pro.",non,Le Maoré,oui,Oui ,les pitagore,
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,1h,5,1h,30 min,5,oui ,non,non,,non,je sais pas,non,shimaore,oui,oui ,theoreme de pytagore il y a beaucoup d'etape,
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2h,3,3h,2h,5,Oui,Non,Non.,,oui,"Une fois le bac obtenu j'aimerais etre en école d'infirmier, Bac général.",Non ,Le Mahorais,Oui,oui,J'en ai retenue aucun.,
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,3 h,8;12,6 h,5 h,9,non,non,non,,non,sage femme,non,shimaoré,oui,non,des fraction,
15.0,Collège de Ouangani,Quatrième,Commune de Ouangani,16 h,7;5,16 h,15 min,7,non,non,non,,non,bag+12,non,chimaoré,,non,j aime pas parceque c est conpliqué,
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,1h,10;20,1h,1h,5à6,non,oui,oui,,oui,je souhaite être productrice,non,le chimaoré,oui,non,les fraction,
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,30 min,9;8,30 min,30 min,9,oui,non,non,,non,je sais pas,non,shimaore,oui,oui 1,jais rien retennu,
12.0,Collège de Ouangani,Quatrième,Commune de Ouangani,1h,2,4h,3h,sur une échelle de 2,Oui,Non,Oui,,oui,Continuer mes études. ,Non,Le Mahorais, Oui,Non,Les calculs ,
22.0,Lycée des Lumières,1mcvAPP,Commune de Koungou,2h 3h,6,2h,2H,6 à 8,Non,Non ,Oui ,collèges k2,,Ce de continuer mes études ou si on me propose un CDI je contunierais de travailler pour m'occuper  de moi et de ma fille et de mon avenir.,Oui ,Ce shimahorais ( Mayotte),Oui,Oui,Je ne se pas encore,Pas bien compris
16.0,Lycée de Dembéni,Terminale,Commune de Mamoudzou,0,5,0,0,5,oui ,Non,Non,,oui ,Pentester ,Non,Français ,Oui,Oui,Une flemmardise ,Plus d’enseignement sur l’informatique serait nécessaire 
17.0,Lycée de Dembéni,Terminale,Commune de M'Tsangamouji,0 h,5,1 h,0 h,4,oui,Non,Non,collège de M’Tsangamouji ,oui,"École tourisme, actuel spe ses et hggsp + option dgemc ",Non,Shibushi,Oui ,Oui,Théorème de thales,Il suffit d’avoir un bon prof pour un élève qui veut apprendre pour bien comprendre. Mais après l’investissement de l’élève peut en effet changer la donne 
17.0,Lycée Younoussa Bamana,Terminale,Commune de Mamoudzou,0,5,1,2,5,Oui ,Non,Oui  ,Collège M'Gombani ,Oui ,Mercatique faire un bts management commercial opérationnel ,Non ,Mahoraise,Oui,Oui,Pythagore Pythagore on joue avec les nombre,Neutre difficile 
17.0,Lycée de Dembéni,Première,Commune de Mamoudzou,1 h,7,0,8 h,7,oui,Non ,Oui ,,OUI,Aller à l’université pour fait un master AES . Mes spécialités: Maths / HGGSP/ SES,Non ,La Shimaoré ,Non ,oui ,La trigonométrie. J’aime cette notion car c’est celle qui m’a paru le plus facile ,Hyper passionnant mais trop stressant 
18.0,Lycée de Dembéni,Terminale,Commune de Dembeni,0,6,0,1,6,oui,Non,oui,Collège Dembeni,Oui,Faire de la Géographie ,Non,Le français,Oui,Oui ,"Les fractions , ",J'ai perdu mon esprit mathématique par manque de confiance en moi 
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,7,0,0,7,oui,non,non,,non,je sais pas encore,non,le shimaore,oui,non,les calculs,depuis la sixième les profs de math que J'ai eu mon bien enseigner les cours et je crois de demain j'aurai une belle vie grâce au mathématique je remercie tout mes profs de maths merci a vous !
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,9,0,0,9,oui,non ,non , ,non ,je vais essayer de faire mon entreprise après mes années d'études ,,Mahorais ,oui,oui ,les multiplications sa aides beaucoup dans la vie ,"Ils faut adapter ou aider les personne en difficulté selon leurs class qu'importe l'age ( cours particulier , cours de soutiens etc... )
"
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0 h,4,0 h,0 h,4,oui,non, oui,,non,BAC general sage femme ou ginecologue je suis au college,non,kiboushi et  kimaore,oui,oui,rien,pas compris
13.0,e15,Quatrième,Commune de Ouangani,1h,8,2h,1h,5,oui,non,oui,,non,fair de metier ,, mahorais,oui,non,le geographi,je c'est pas
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,1 h,5,2 h,0,5,oui ,non,oui,,oui,Bac general,non,le mahorais,oui,oui ,j aime les math car j aapprend beaucoup de choses,j aime etudier les math est apprendre beaucoup de choses
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,4 h,9,2 h,1 h,9,oui,non,non,,non,continuer mes études de médecine,non,ma langue maternelle shimaoré,oui ,oui,aucune,J'ai pas compris vous pouvez reformulez la phrase s'il vous plait.
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0H,1,0,1,JE SAIS PAS,OUI ,NON,oui,,oui,BAC PRO (chef cuisinière),non ,MAORE,OUI,oui,"addition, c'est plus facile",c'est difficile WESH
16.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,3,3,4,3,non,non,oui,,non,pas encore,non,le shimaore,oui,non,calculs mentals,"je sais pas
"
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,3,0,0,3,non,non,non,,non,pompier,non,shimaorais,oui,non,l'additions.C'est plus FACILE QUE LA MULTIPLICATIONS,NON
14.0,e15,Quatrième,Commune de Ouangani,3h,10,3h,1h,je de difuculte,non,non,oui,,non,je su an 40eme,,je pas,non,non,divition,non
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,1h,5,1h,2h,3,non,non,oui,college de ouangani,oui,je vais faire concoure de gendarmerie,,chibouchi,oui,oui,j'ai retenu les calcules  ,","
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,3 h,5,1 h,4 h 4,4,non,oui,oui,college de Ouagani,oui ,je sais pas,non,le shimaoré,oui,non,oui,.
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,5,10h,5,8,oui ,non,non,college de ouangani,non,je veux créer un entreprise,non,le chimaore,oui,oui,les puissance je l'aime car c'est simple,j'ai rien à redire sur le système
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2h,4,4h,7 h,5,non,non,non,college de ouangani,oui ,avoir mon propre salon de maquillage,non,shimaore,oui,oui ,je trouve que ses trop dificile ,0
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,5,1H,2H,5,non,NON,OUI,,OUI,BAC GENERAL MEDECIN,oui,ma langue maternelle c'est le chimaorais,non,non,j'aime pas les fraction,c'est bien mais parfois difficile 
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,11h,10;9;8;7;6;5;4;3;2;1;ving douze,1h 00,,mon iveau et de 100%,oui,non ,oui ,bien amigo                                                ,en france et la belgyque,mai progès pour mon bac ses de  faire une emtriprisses porno,mavouzie,chinoi,je suis nai en belgyque,oui je reguarde des poire,nuculaire,comment detruire le monde
15.0,Collège de Ouangani,Quatrième,Commune de Ouangani,1h,7,1h,45min,7,non,non,oui ,college de ouangani,oui ,bac general infirmiere,oui,la langue mahorais,non,oui ,je n'aime pas les expressions litteral,c'est tres difficile
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2h,10,1h,2h,10,oui,oui,oui ,,oui,etre sécurite , oui,francais,oui,non,les fraction,oui
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2h,4,2h,2h,5 ou4,non,non,oui,college de ouangani,non ,pompier,non,shimaoré,oui,non,oui je l'aime,.
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0 h,7,1 h,1 h,7,non,non,oui,college de ouangani,non,je ne c' est pas,non,chimaore,non,non,théorème de phytagore,difficile
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2H,10,7h,5,10,NON,NON,oui,NON,,NON,MAYOT,PION,NON,OUI,OUI,NON
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,5min,3,25min,1h 00,5.,oui,non,non,Collège de ouangani,non,Je vais continuer mais étude ,non,malgache français mahoraise,oui u,oui,Un peux beaucoup.,C'est trop dure pour expliquer maintenant.
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,10min,5,40 min,50 min,4,oui ,non,non,collégede ouangani,non,je sais pas,non,mahoraise,non,non,rien,mathématique je aime bien
14.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,1,1 h,1h 30,1,oui,non,oui,collège de Ouangani,oui,maitre chien,non,malgache et shimaoré,oui,oui,j'aime pas car je comprend rien,"j'aime pas les maths , le physique chimie car je comprend rien et les autres j'aime bien"
13.0,Collège de Ouangani,Quatrième,Commune de Ouangani,2H,5,1h,4h,05 sur 10,oui ,non,oui,,non,bac prod,oui,chimaoré,oui,oui,c'est difficile mais je ne comprend pas ,oui
15.0,Collège de Ouangani,Quatrième,Commune de Ouangani,0,5,1H,2H,4,NON,NON,OUI,,OUI ,BAC PRO POMPIER,OUI,le comorien,non,non,les clcul,l'histoire
17.0,Lycée de Dembéni,Première,Commune de Mamoudzou,2h,7;5,2h,2h,5 à7,non,Non,Non,Collège de passamainty ,Oui,Etude supérieur , oui ,Le schimaoré,Oui,Non,La réciproque du théorème de Pythagore car il ya des choses qui doivent être réciproque afin que sa marche. ,Le monde a besoin des maths car partout il y les maths  .
17.0,Lycée Younoussa Bamana,P18STI2D,Commune de Mamoudzou,5H,6,5h,3h,12,non,non,oui,Collège koungou,Oui ,université,non ,maores,oui,,il mait permet de faire des truc que j'aime, je pas compries
17.0,Lycée des Lumières,Terminale STMG,Commune de Mamoudzou,0,9,2h,4h,8,non,non,Non,Collège kawéni 2,Oui ,Faire 3ans d'études en BTS comptable. Bac technologie Gestion Finance,Non,Ma langue maternelle depuis toute petite que mes parents m'ont appris c le français mais comme je vis à Mayotte je le parle aussi. Je parle plus le Français que le Mahorais,Oui,Oui,Les suites je l'aime ,expression
